expense_id,group_id,payer_id,participants,amount,currency,merchant,category,timestamp,num_participants,is_fraud
exp_1949,group_56,user_833,"[{'user_id': 'user_833', 'amount': np.float64(88.27)}, {'user_id': 'user_794', 'amount': np.float64(65.37)}]",153.64,USD,Online Store GHI,shopping,2024-10-12T12:02:00,2,0
exp_637,group_38,user_849,"[{'user_id': 'user_849', 'amount': np.float64(5.25)}, {'user_id': 'user_60', 'amount': np.float64(4.48)}]",9.73,USD,Clothing Store YZ,food,2025-06-07T23:32:00,2,0
exp_8507,group_51,user_288,"[{'user_id': 'user_288', 'amount': np.float64(8.13)}, {'user_id': 'user_395', 'amount': np.float64(8.32)}, {'user_id': 'user_140', 'amount': np.float64(7.49)}]",23.94,USD,Grocery Store XYZ,travel,2025-01-27T06:56:00,3,0
exp_1152,group_5,user_550,"[{'user_id': 'user_550', 'amount': np.float64(6.05)}, {'user_id': 'user_585', 'amount': np.float64(5.37)}]",11.42,GBP,Hotel JKL,food,2025-05-22T19:44:00,2,0
exp_8480,group_49,user_324,"[{'user_id': 'user_324', 'amount': np.float64(7.75)}, {'user_id': 'user_106', 'amount': np.float64(7.89)}]",15.64,GBP,Hotel JKL,business,2025-07-28T16:10:00,2,0
exp_852,group_75,user_1000,"[{'user_id': 'user_1000', 'amount': np.float64(4.72)}, {'user_id': 'user_774', 'amount': np.float64(3.73)}]",8.45,EUR,Online Store GHI,utilities,2025-02-14T08:11:00,2,0
exp_9186,group_57,user_743,"[{'user_id': 'user_743', 'amount': np.float64(28.98)}, {'user_id': 'user_688', 'amount': np.float64(21.83)}, {'user_id': 'user_112', 'amount': np.float64(28.04)}]",78.85,GBP,Electronics Store VWX,groceries,2025-03-03T13:01:00,3,0
exp_5239,group_35,user_223,"[{'user_id': 'user_223', 'amount': np.float64(53.64)}, {'user_id': 'user_432', 'amount': np.float64(81.52)}, {'user_id': 'user_328', 'amount': np.float64(71.07)}]",206.23,USD,Gas Station 123,business,2025-07-30T15:41:00,3,0
exp_7704,group_96,user_611,"[{'user_id': 'user_611', 'amount': np.float64(1.92)}, {'user_id': 'user_435', 'amount': np.float64(1.65)}, {'user_id': 'user_216', 'amount': np.float64(1.43)}]",5.0,USD,Hotel JKL,utilities,2024-11-06T23:23:00,3,0
exp_5008,group_100,user_777,"[{'user_id': 'user_777', 'amount': np.float64(3.11)}, {'user_id': 'user_920', 'amount': np.float64(2.93)}, {'user_id': 'user_710', 'amount': np.float64(3.91)}]",9.95,USD,Airline MNO,transport,2024-11-30T07:29:00,3,0
exp_2606,group_46,user_349,"[{'user_id': 'user_349', 'amount': np.float64(18.16)}, {'user_id': 'user_399', 'amount': np.float64(13.02)}]",31.18,USD,Restaurant ABC,healthcare,2025-03-06T12:31:00,2,0
exp_9117,group_33,user_727,"[{'user_id': 'user_727', 'amount': np.float64(2.12)}, {'user_id': 'user_494', 'amount': np.float64(2.81)}, {'user_id': 'user_771', 'amount': np.float64(2.88)}, {'user_id': 'user_812', 'amount': np.float64(2.65)}]",10.46,CAD,Online Store GHI,groceries,2025-04-18T13:30:00,4,0
exp_1491,group_68,user_840,"[{'user_id': 'user_840', 'amount': np.float64(1.69)}, {'user_id': 'user_733', 'amount': np.float64(2.08)}, {'user_id': 'user_69', 'amount': np.float64(1.98)}]",5.75,USD,Restaurant ABC,food,2024-12-03T10:46:00,3,0
exp_265,group_94,user_50,"[{'user_id': 'user_50', 'amount': np.float64(23.38)}, {'user_id': 'user_19', 'amount': np.float64(22.15)}]",45.53,USD,Coffee Shop DEF,food,2025-04-25T13:01:00,2,0
exp_4648,group_38,user_127,"[{'user_id': 'user_127', 'amount': np.float64(13.18)}, {'user_id': 'user_223', 'amount': np.float64(13.48)}]",26.66,USD,Coffee Shop DEF,utilities,2024-11-14T14:26:00,2,0
exp_3207,group_4,user_388,"[{'user_id': 'user_388', 'amount': np.float64(13.87)}, {'user_id': 'user_870', 'amount': np.float64(9.6)}, {'user_id': 'user_731', 'amount': np.float64(10.05)}, {'user_id': 'user_702', 'amount': np.float64(10.91)}]",44.43,USD,Grocery Store XYZ,healthcare,2025-06-06T15:39:00,4,0
exp_4692,group_76,user_83,"[{'user_id': 'user_83', 'amount': np.float64(44.72)}, {'user_id': 'user_226', 'amount': np.float64(33.38)}]",78.1,USD,Taxi Service PQR,shopping,2025-07-07T15:37:00,2,0
exp_7694,group_81,user_988,"[{'user_id': 'user_988', 'amount': np.float64(16.97)}, {'user_id': 'user_262', 'amount': np.float64(20.76)}]",37.73,USD,Restaurant ABC,transport,2025-05-12T21:31:00,2,0
exp_14,group_59,user_837,"[{'user_id': 'user_837', 'amount': np.float64(7.35)}, {'user_id': 'user_198', 'amount': np.float64(8.18)}]",15.53,USD,Gas Station 123,accommodation,2025-05-21T17:08:00,2,0
exp_7763,group_84,user_410,"[{'user_id': 'user_410', 'amount': np.float64(2.08)}, {'user_id': 'user_34', 'amount': np.float64(2.92)}]",5.0,USD,Online Store GHI,healthcare,2024-10-07T15:37:00,2,0
exp_7575,group_1,user_434,"[{'user_id': 'user_434', 'amount': np.float64(65.45)}, {'user_id': 'user_364', 'amount': np.float64(83.0)}]",148.45,USD,Pharmacy STU,business,2025-03-22T20:39:00,2,0
exp_2412,group_65,user_129,"[{'user_id': 'user_129', 'amount': np.float64(55.66)}, {'user_id': 'user_24', 'amount': np.float64(52.13)}]",107.79,USD,Taxi Service PQR,accommodation,2024-10-22T01:43:00,2,0
exp_6552,group_76,user_108,"[{'user_id': 'user_108', 'amount': np.float64(51.28)}, {'user_id': 'user_143', 'amount': np.float64(59.34)}]",110.62,EUR,Taxi Service PQR,utilities,2025-05-12T21:46:00,2,0
exp_7723,group_78,user_356,"[{'user_id': 'user_356', 'amount': np.float64(14.02)}, {'user_id': 'user_240', 'amount': np.float64(20.45)}]",34.47,EUR,Clothing Store YZ,healthcare,2025-03-14T11:50:00,2,0
exp_3099,group_21,user_512,"[{'user_id': 'user_512', 'amount': np.float64(22.89)}, {'user_id': 'user_809', 'amount': np.float64(25.96)}]",48.85,USD,Pharmacy STU,utilities,2025-02-02T10:23:00,2,0
exp_1436,group_47,user_174,"[{'user_id': 'user_174', 'amount': np.float64(15.88)}, {'user_id': 'user_509', 'amount': np.float64(20.14)}]",36.02,GBP,Taxi Service PQR,groceries,2025-05-25T14:10:00,2,0
exp_4824,group_36,user_381,"[{'user_id': 'user_381', 'amount': np.float64(31.43)}, {'user_id': 'user_819', 'amount': np.float64(30.58)}]",62.01,USD,Airline MNO,travel,2025-05-17T07:26:00,2,0
exp_5452,group_7,user_757,"[{'user_id': 'user_757', 'amount': np.float64(118.39)}, {'user_id': 'user_993', 'amount': np.float64(127.47)}, {'user_id': 'user_647', 'amount': np.float64(118.12)}]",363.98,USD,Gas Station 123,shopping,2024-11-07T12:37:00,3,0
exp_6260,group_96,user_442,"[{'user_id': 'user_442', 'amount': np.float64(177.49)}, {'user_id': 'user_678', 'amount': np.float64(130.1)}]",307.59,USD,Taxi Service PQR,transport,2025-08-31T18:12:00,2,0
exp_2923,group_87,user_350,"[{'user_id': 'user_350', 'amount': np.float64(29.71)}, {'user_id': 'user_832', 'amount': np.float64(34.04)}]",63.75,USD,Restaurant ABC,utilities,2025-08-29T21:26:00,2,0
exp_5027,group_23,user_528,"[{'user_id': 'user_528', 'amount': np.float64(5.68)}, {'user_id': 'user_533', 'amount': np.float64(6.33)}]",12.01,USD,Airline MNO,utilities,2025-06-01T14:45:00,2,0
exp_5681,group_83,user_976,"[{'user_id': 'user_976', 'amount': np.float64(7.79)}, {'user_id': 'user_217', 'amount': np.float64(5.21)}]",13.0,AUD,Clothing Store YZ,utilities,2025-01-05T14:44:00,2,0
exp_4603,group_43,user_109,"[{'user_id': 'user_109', 'amount': np.float64(8.33)}, {'user_id': 'user_499', 'amount': np.float64(6.35)}]",14.68,CAD,Airline MNO,transport,2025-03-07T09:47:00,2,0
exp_7299,group_21,user_601,"[{'user_id': 'user_601', 'amount': np.float64(14.15)}, {'user_id': 'user_832', 'amount': np.float64(10.23)}]",24.38,GBP,Restaurant ABC,transport,2025-05-17T14:16:00,2,0
exp_1427,group_39,user_107,"[{'user_id': 'user_107', 'amount': np.float64(37.93)}, {'user_id': 'user_487', 'amount': np.float64(43.6)}]",81.53,USD,Gas Station 123,healthcare,2025-03-21T16:19:00,2,0
exp_2599,group_28,user_966,"[{'user_id': 'user_966', 'amount': np.float64(2.3)}, {'user_id': 'user_134', 'amount': np.float64(1.79)}, {'user_id': 'user_520', 'amount': np.float64(2.46)}]",6.55,CAD,Online Store GHI,transport,2025-06-30T21:50:00,3,0
exp_5318,group_42,user_40,"[{'user_id': 'user_40', 'amount': np.float64(4.97)}, {'user_id': 'user_318', 'amount': np.float64(3.19)}, {'user_id': 'user_416', 'amount': np.float64(2.98)}]",11.14,USD,Grocery Store XYZ,accommodation,2024-12-19T17:25:00,3,0
exp_3991,group_55,user_899,"[{'user_id': 'user_899', 'amount': np.float64(2.48)}, {'user_id': 'user_641', 'amount': np.float64(2.52)}]",5.0,USD,Coffee Shop DEF,travel,2025-03-16T14:45:00,2,0
exp_8780,group_97,user_98,"[{'user_id': 'user_98', 'amount': np.float64(9.12)}, {'user_id': 'user_34', 'amount': np.float64(6.75)}]",15.87,USD,Airline MNO,business,2025-03-04T12:26:00,2,0
exp_3578,group_72,user_131,"[{'user_id': 'user_131', 'amount': np.float64(5.67)}, {'user_id': 'user_346', 'amount': np.float64(6.58)}]",12.25,USD,Hotel JKL,healthcare,2025-03-12T14:06:00,2,0
fraud_337,group_4,user_779,"[{'user_id': 'user_779', 'amount': np.float64(44.98)}, {'user_id': 'user_19', 'amount': np.float64(2.75)}, {'user_id': 'user_62', 'amount': np.float64(2.75)}, {'user_id': 'user_339', 'amount': np.float64(2.75)}, {'user_id': 'user_970', 'amount': np.float64(2.75)}, {'user_id': 'user_968', 'amount': np.float64(2.75)}, {'user_id': 'user_945', 'amount': np.float64(2.75)}, {'user_id': 'user_698', 'amount': np.float64(2.75)}]",64.23,USD,Restaurant ABC,healthcare,2024-09-25T12:48:00,8,1
exp_1117,group_51,user_405,"[{'user_id': 'user_405', 'amount': np.float64(28.99)}, {'user_id': 'user_708', 'amount': np.float64(21.63)}]",50.62,USD,Clothing Store YZ,transport,2024-10-14T13:16:00,2,0
exp_2642,group_18,user_971,"[{'user_id': 'user_971', 'amount': np.float64(2.5)}, {'user_id': 'user_715', 'amount': np.float64(2.17)}, {'user_id': 'user_197', 'amount': np.float64(2.32)}]",6.99,GBP,Gas Station 123,food,2025-07-29T19:04:00,3,0
exp_8768,group_41,user_405,"[{'user_id': 'user_405', 'amount': np.float64(2.32)}, {'user_id': 'user_23', 'amount': np.float64(2.68)}]",5.0,USD,Hotel JKL,entertainment,2025-06-16T11:30:00,2,0
exp_2757,group_62,user_100,"[{'user_id': 'user_100', 'amount': np.float64(7.12)}, {'user_id': 'user_884', 'amount': np.float64(5.92)}]",13.04,CAD,Grocery Store XYZ,shopping,2025-05-18T17:01:00,2,0
exp_827,group_60,user_804,"[{'user_id': 'user_804', 'amount': np.float64(15.6)}, {'user_id': 'user_214', 'amount': np.float64(21.32)}]",36.92,USD,Electronics Store VWX,travel,2025-02-20T14:55:00,2,0
exp_4800,group_1,user_802,"[{'user_id': 'user_802', 'amount': np.float64(2.52)}, {'user_id': 'user_565', 'amount': np.float64(2.48)}]",5.0,USD,Pharmacy STU,accommodation,2025-09-08T08:04:00,2,0
exp_6836,group_100,user_647,"[{'user_id': 'user_647', 'amount': np.float64(1.8)}, {'user_id': 'user_263', 'amount': np.float64(2.58)}, {'user_id': 'user_752', 'amount': np.float64(2.19)}]",6.57,EUR,Gas Station 123,shopping,2024-12-18T10:41:00,3,0
exp_8523,group_93,user_811,"[{'user_id': 'user_811', 'amount': np.float64(2.43)}, {'user_id': 'user_123', 'amount': np.float64(2.99)}, {'user_id': 'user_332', 'amount': np.float64(2.67)}]",8.09,USD,Restaurant ABC,travel,2025-01-24T12:33:00,3,0
exp_5771,group_40,user_865,"[{'user_id': 'user_865', 'amount': np.float64(50.39)}, {'user_id': 'user_459', 'amount': np.float64(47.38)}]",97.77,USD,Online Store GHI,healthcare,2025-07-11T12:04:00,2,0
exp_7696,group_18,user_555,"[{'user_id': 'user_555', 'amount': np.float64(257.5)}, {'user_id': 'user_427', 'amount': np.float64(263.59)}]",521.09,USD,Restaurant ABC,healthcare,2024-12-22T16:48:00,2,0
exp_594,group_51,user_420,"[{'user_id': 'user_420', 'amount': np.float64(15.29)}, {'user_id': 'user_520', 'amount': np.float64(15.66)}, {'user_id': 'user_560', 'amount': np.float64(13.97)}, {'user_id': 'user_708', 'amount': np.float64(15.07)}]",59.99,USD,Electronics Store VWX,entertainment,2025-04-19T09:15:00,4,0
exp_2989,group_4,user_420,"[{'user_id': 'user_420', 'amount': np.float64(37.6)}, {'user_id': 'user_164', 'amount': np.float64(50.74)}, {'user_id': 'user_507', 'amount': np.float64(46.48)}]",134.82,USD,Coffee Shop DEF,entertainment,2025-06-15T14:19:00,3,0
exp_4311,group_6,user_267,"[{'user_id': 'user_267', 'amount': np.float64(69.28)}, {'user_id': 'user_98', 'amount': np.float64(52.11)}]",121.39,GBP,Coffee Shop DEF,healthcare,2024-11-07T19:58:00,2,0
exp_908,group_16,user_161,"[{'user_id': 'user_161', 'amount': np.float64(25.15)}, {'user_id': 'user_38', 'amount': np.float64(16.79)}]",41.94,USD,Restaurant ABC,utilities,2024-10-21T13:37:00,2,0
exp_6885,group_40,user_335,"[{'user_id': 'user_335', 'amount': np.float64(4.71)}, {'user_id': 'user_321', 'amount': np.float64(4.98)}, {'user_id': 'user_428', 'amount': np.float64(4.87)}]",14.56,USD,Grocery Store XYZ,transport,2025-01-21T22:16:00,3,0
exp_8457,group_37,user_609,"[{'user_id': 'user_609', 'amount': np.float64(3.38)}, {'user_id': 'user_387', 'amount': np.float64(3.75)}, {'user_id': 'user_984', 'amount': np.float64(3.76)}]",10.89,USD,Airline MNO,accommodation,2024-12-03T10:46:00,3,0
exp_4805,group_78,user_466,"[{'user_id': 'user_466', 'amount': np.float64(18.08)}, {'user_id': 'user_534', 'amount': np.float64(14.48)}]",32.56,USD,Clothing Store YZ,business,2025-08-01T23:55:00,2,0
exp_8002,group_36,user_255,"[{'user_id': 'user_255', 'amount': np.float64(5.35)}, {'user_id': 'user_641', 'amount': np.float64(4.18)}, {'user_id': 'user_813', 'amount': np.float64(5.45)}]",14.98,USD,Grocery Store XYZ,food,2024-10-25T18:03:00,3,0
exp_179,group_60,user_637,"[{'user_id': 'user_637', 'amount': np.float64(11.63)}, {'user_id': 'user_588', 'amount': np.float64(14.21)}]",25.84,USD,Gas Station 123,transport,2025-09-02T17:37:00,2,0
exp_487,group_2,user_87,"[{'user_id': 'user_87', 'amount': np.float64(10.47)}, {'user_id': 'user_822', 'amount': np.float64(7.98)}]",18.45,USD,Pharmacy STU,entertainment,2025-09-16T09:27:00,2,0
exp_7748,group_7,user_760,"[{'user_id': 'user_760', 'amount': np.float64(2.84)}, {'user_id': 'user_797', 'amount': np.float64(2.81)}]",5.65,USD,Restaurant ABC,groceries,2024-12-16T21:24:00,2,0
exp_1453,group_61,user_206,"[{'user_id': 'user_206', 'amount': np.float64(3.37)}, {'user_id': 'user_457', 'amount': np.float64(2.93)}, {'user_id': 'user_991', 'amount': np.float64(3.86)}]",10.16,AUD,Clothing Store YZ,travel,2025-08-26T16:59:00,3,0
exp_8993,group_47,user_94,"[{'user_id': 'user_94', 'amount': np.float64(4.03)}, {'user_id': 'user_848', 'amount': np.float64(2.99)}, {'user_id': 'user_593', 'amount': np.float64(3.34)}]",10.36,GBP,Clothing Store YZ,business,2024-10-20T18:19:00,3,0
exp_2791,group_12,user_900,"[{'user_id': 'user_900', 'amount': np.float64(17.01)}, {'user_id': 'user_948', 'amount': np.float64(16.42)}]",33.43,USD,Gas Station 123,utilities,2025-07-31T12:40:00,2,0
exp_1068,group_51,user_749,"[{'user_id': 'user_749', 'amount': np.float64(15.26)}, {'user_id': 'user_668', 'amount': np.float64(11.28)}, {'user_id': 'user_81', 'amount': np.float64(15.75)}, {'user_id': 'user_493', 'amount': np.float64(10.66)}]",52.95,USD,Airline MNO,business,2025-02-07T15:31:00,4,0
exp_1650,group_71,user_928,"[{'user_id': 'user_928', 'amount': np.float64(25.95)}, {'user_id': 'user_37', 'amount': np.float64(32.56)}]",58.51,USD,Coffee Shop DEF,entertainment,2025-02-17T23:33:00,2,0
exp_6278,group_7,user_101,"[{'user_id': 'user_101', 'amount': np.float64(27.51)}, {'user_id': 'user_558', 'amount': np.float64(21.69)}]",49.2,USD,Gas Station 123,food,2025-06-25T11:17:00,2,0
exp_7171,group_79,user_176,"[{'user_id': 'user_176', 'amount': np.float64(1.82)}, {'user_id': 'user_591', 'amount': np.float64(1.92)}, {'user_id': 'user_341', 'amount': np.float64(2.34)}]",6.08,EUR,Online Store GHI,entertainment,2025-08-17T16:46:00,3,0
exp_6555,group_33,user_567,"[{'user_id': 'user_567', 'amount': np.float64(23.05)}, {'user_id': 'user_8', 'amount': np.float64(16.55)}]",39.6,USD,Pharmacy STU,groceries,2025-06-26T20:16:00,2,0
exp_3915,group_2,user_818,"[{'user_id': 'user_818', 'amount': np.float64(4.46)}, {'user_id': 'user_361', 'amount': np.float64(4.27)}]",8.73,USD,Airline MNO,entertainment,2024-10-09T17:56:00,2,0
exp_7257,group_64,user_950,"[{'user_id': 'user_950', 'amount': np.float64(16.57)}, {'user_id': 'user_469', 'amount': np.float64(13.47)}]",30.04,USD,Gas Station 123,travel,2025-07-20T16:46:00,2,0
exp_163,group_23,user_860,"[{'user_id': 'user_860', 'amount': np.float64(26.82)}, {'user_id': 'user_466', 'amount': np.float64(16.37)}, {'user_id': 'user_213', 'amount': np.float64(16.89)}]",60.08,GBP,Hotel JKL,entertainment,2025-07-03T22:14:00,3,0
exp_1792,group_11,user_150,"[{'user_id': 'user_150', 'amount': np.float64(9.57)}, {'user_id': 'user_796', 'amount': np.float64(6.43)}, {'user_id': 'user_260', 'amount': np.float64(6.8)}]",22.8,USD,Electronics Store VWX,business,2025-08-11T16:48:00,3,0
exp_4928,group_28,user_941,"[{'user_id': 'user_941', 'amount': np.float64(15.32)}, {'user_id': 'user_356', 'amount': np.float64(18.05)}]",33.37,AUD,Taxi Service PQR,entertainment,2025-09-01T14:56:00,2,0
exp_1905,group_50,user_149,"[{'user_id': 'user_149', 'amount': np.float64(7.61)}, {'user_id': 'user_471', 'amount': np.float64(8.14)}, {'user_id': 'user_209', 'amount': np.float64(9.99)}, {'user_id': 'user_549', 'amount': np.float64(8.7)}]",34.44,AUD,Coffee Shop DEF,accommodation,2025-01-13T15:39:00,4,0
exp_460,group_95,user_969,"[{'user_id': 'user_969', 'amount': np.float64(73.21)}, {'user_id': 'user_215', 'amount': np.float64(78.39)}]",151.6,USD,Taxi Service PQR,transport,2024-11-11T16:54:00,2,0
exp_739,group_88,user_383,"[{'user_id': 'user_383', 'amount': np.float64(1.68)}, {'user_id': 'user_141', 'amount': np.float64(2.5)}, {'user_id': 'user_56', 'amount': np.float64(2.7)}]",6.88,AUD,Taxi Service PQR,healthcare,2024-10-08T16:34:00,3,0
exp_310,group_94,user_236,"[{'user_id': 'user_236', 'amount': np.float64(16.32)}, {'user_id': 'user_360', 'amount': np.float64(13.66)}]",29.98,USD,Electronics Store VWX,healthcare,2025-01-11T16:28:00,2,0
exp_4017,group_79,user_310,"[{'user_id': 'user_310', 'amount': np.float64(25.21)}, {'user_id': 'user_802', 'amount': np.float64(17.22)}]",42.43,CAD,Airline MNO,accommodation,2025-06-29T12:16:00,2,0
exp_6343,group_45,user_741,"[{'user_id': 'user_741', 'amount': np.float64(20.67)}, {'user_id': 'user_72', 'amount': np.float64(16.27)}]",36.94,USD,Electronics Store VWX,groceries,2025-09-10T14:19:00,2,0
exp_8870,group_28,user_885,"[{'user_id': 'user_885', 'amount': np.float64(10.12)}, {'user_id': 'user_68', 'amount': np.float64(14.94)}]",25.06,EUR,Airline MNO,groceries,2025-06-17T16:58:00,2,0
exp_7318,group_37,user_806,"[{'user_id': 'user_806', 'amount': np.float64(18.49)}, {'user_id': 'user_840', 'amount': np.float64(14.2)}, {'user_id': 'user_541', 'amount': np.float64(15.82)}, {'user_id': 'user_677', 'amount': np.float64(13.2)}]",61.71,USD,Grocery Store XYZ,entertainment,2024-12-16T13:20:00,4,0
exp_4032,group_73,user_257,"[{'user_id': 'user_257', 'amount': np.float64(5.26)}, {'user_id': 'user_356', 'amount': np.float64(4.73)}]",9.99,USD,Airline MNO,groceries,2025-02-12T09:09:00,2,0
exp_1542,group_18,user_67,"[{'user_id': 'user_67', 'amount': np.float64(41.14)}, {'user_id': 'user_614', 'amount': np.float64(53.67)}]",94.81,USD,Electronics Store VWX,utilities,2024-12-23T22:47:00,2,0
exp_4612,group_95,user_581,"[{'user_id': 'user_581', 'amount': np.float64(16.85)}, {'user_id': 'user_817', 'amount': np.float64(15.59)}]",32.44,GBP,Hotel JKL,entertainment,2025-01-07T16:17:00,2,0
exp_6620,group_89,user_884,"[{'user_id': 'user_884', 'amount': np.float64(9.75)}, {'user_id': 'user_84', 'amount': np.float64(6.24)}, {'user_id': 'user_827', 'amount': np.float64(5.85)}, {'user_id': 'user_450', 'amount': np.float64(5.97)}]",27.81,USD,Restaurant ABC,transport,2025-03-31T23:25:00,4,0
exp_4617,group_61,user_720,"[{'user_id': 'user_720', 'amount': np.float64(28.11)}, {'user_id': 'user_608', 'amount': np.float64(23.99)}]",52.1,USD,Pharmacy STU,travel,2024-11-20T14:46:00,2,0
exp_4650,group_18,user_752,"[{'user_id': 'user_752', 'amount': np.float64(22.89)}, {'user_id': 'user_553', 'amount': np.float64(23.0)}]",45.89,USD,Coffee Shop DEF,groceries,2024-11-12T13:27:00,2,0
exp_2880,group_75,user_814,"[{'user_id': 'user_814', 'amount': np.float64(5.51)}, {'user_id': 'user_165', 'amount': np.float64(6.5)}]",12.01,USD,Taxi Service PQR,entertainment,2025-01-27T08:37:00,2,0
exp_7995,group_37,user_144,"[{'user_id': 'user_144', 'amount': np.float64(6.18)}, {'user_id': 'user_910', 'amount': np.float64(6.77)}, {'user_id': 'user_937', 'amount': np.float64(4.97)}]",17.92,GBP,Clothing Store YZ,healthcare,2024-10-01T08:45:00,3,0
exp_5762,group_89,user_667,"[{'user_id': 'user_667', 'amount': np.float64(7.78)}, {'user_id': 'user_233', 'amount': np.float64(6.13)}]",13.91,USD,Airline MNO,business,2025-07-29T17:04:00,2,0
exp_9250,group_59,user_693,"[{'user_id': 'user_693', 'amount': np.float64(96.67)}, {'user_id': 'user_484', 'amount': np.float64(86.92)}]",183.59,USD,Taxi Service PQR,food,2025-03-22T01:50:00,2,0
exp_7488,group_71,user_881,"[{'user_id': 'user_881', 'amount': np.float64(29.11)}, {'user_id': 'user_525', 'amount': np.float64(25.35)}]",54.46,EUR,Clothing Store YZ,utilities,2025-01-13T15:53:00,2,0
exp_9252,group_53,user_812,"[{'user_id': 'user_812', 'amount': np.float64(23.06)}, {'user_id': 'user_876', 'amount': np.float64(25.47)}]",48.53,USD,Restaurant ABC,entertainment,2024-11-08T13:51:00,2,0
exp_5714,group_81,user_390,"[{'user_id': 'user_390', 'amount': np.float64(139.11)}, {'user_id': 'user_791', 'amount': np.float64(128.06)}]",267.17,USD,Airline MNO,entertainment,2024-11-19T08:53:00,2,0
exp_8536,group_86,user_474,"[{'user_id': 'user_474', 'amount': np.float64(9.4)}, {'user_id': 'user_479', 'amount': np.float64(7.21)}]",16.61,USD,Electronics Store VWX,business,2024-11-24T12:02:00,2,0
exp_9255,group_99,user_586,"[{'user_id': 'user_586', 'amount': np.float64(2.13)}, {'user_id': 'user_558', 'amount': np.float64(1.51)}, {'user_id': 'user_554', 'amount': np.float64(1.36)}]",5.0,EUR,Gas Station 123,transport,2025-09-07T11:14:00,3,0
exp_1937,group_5,user_651,"[{'user_id': 'user_651', 'amount': np.float64(10.77)}, {'user_id': 'user_345', 'amount': np.float64(9.72)}]",20.49,EUR,Coffee Shop DEF,accommodation,2025-05-04T12:37:00,2,0
exp_9123,group_52,user_705,"[{'user_id': 'user_705', 'amount': np.float64(4.49)}, {'user_id': 'user_329', 'amount': np.float64(6.31)}]",10.8,USD,Coffee Shop DEF,utilities,2025-07-17T07:47:00,2,0
exp_1423,group_43,user_594,"[{'user_id': 'user_594', 'amount': np.float64(12.19)}, {'user_id': 'user_246', 'amount': np.float64(8.49)}]",20.68,EUR,Gas Station 123,travel,2025-09-03T12:39:00,2,0
exp_2906,group_24,user_737,"[{'user_id': 'user_737', 'amount': np.float64(10.5)}, {'user_id': 'user_566', 'amount': np.float64(12.94)}, {'user_id': 'user_882', 'amount': np.float64(12.3)}, {'user_id': 'user_461', 'amount': np.float64(11.11)}]",46.85,USD,Grocery Store XYZ,groceries,2025-08-10T10:49:00,4,0
exp_7773,group_78,user_47,"[{'user_id': 'user_47', 'amount': np.float64(1.62)}, {'user_id': 'user_602', 'amount': np.float64(1.95)}, {'user_id': 'user_965', 'amount': np.float64(1.43)}]",5.0,USD,Taxi Service PQR,shopping,2025-05-18T13:39:00,3,0
exp_4716,group_82,user_645,"[{'user_id': 'user_645', 'amount': np.float64(8.6)}, {'user_id': 'user_879', 'amount': np.float64(10.77)}, {'user_id': 'user_521', 'amount': np.float64(11.92)}]",31.29,CAD,Online Store GHI,business,2024-11-04T13:58:00,3,0
exp_1797,group_88,user_508,"[{'user_id': 'user_508', 'amount': np.float64(10.0)}, {'user_id': 'user_806', 'amount': np.float64(9.41)}]",19.41,USD,Online Store GHI,shopping,2024-12-07T07:11:00,2,0
exp_458,group_50,user_510,"[{'user_id': 'user_510', 'amount': np.float64(38.39)}, {'user_id': 'user_226', 'amount': np.float64(33.73)}, {'user_id': 'user_772', 'amount': np.float64(41.9)}]",114.02,EUR,Electronics Store VWX,accommodation,2025-09-07T15:44:00,3,0
exp_7386,group_11,user_724,"[{'user_id': 'user_724', 'amount': np.float64(86.07)}, {'user_id': 'user_595', 'amount': np.float64(64.11)}]",150.18,GBP,Clothing Store YZ,food,2024-10-24T08:26:00,2,0
exp_2183,group_76,user_333,"[{'user_id': 'user_333', 'amount': np.float64(2.26)}, {'user_id': 'user_465', 'amount': np.float64(2.97)}, {'user_id': 'user_160', 'amount': np.float64(3.32)}]",8.55,EUR,Online Store GHI,shopping,2025-08-23T06:14:00,3,0
exp_1975,group_58,user_653,"[{'user_id': 'user_653', 'amount': np.float64(12.27)}, {'user_id': 'user_623', 'amount': np.float64(10.79)}, {'user_id': 'user_65', 'amount': np.float64(13.41)}]",36.47,USD,Taxi Service PQR,business,2025-01-07T08:17:00,3,0
exp_8535,group_96,user_365,"[{'user_id': 'user_365', 'amount': np.float64(72.92)}, {'user_id': 'user_92', 'amount': np.float64(99.52)}, {'user_id': 'user_493', 'amount': np.float64(89.04)}]",261.48,GBP,Electronics Store VWX,groceries,2025-08-25T19:30:00,3,0
exp_8184,group_39,user_844,"[{'user_id': 'user_844', 'amount': np.float64(1.93)}, {'user_id': 'user_313', 'amount': np.float64(1.63)}, {'user_id': 'user_302', 'amount': np.float64(1.44)}]",5.0,USD,Grocery Store XYZ,groceries,2025-01-15T15:04:00,3,0
exp_7867,group_87,user_250,"[{'user_id': 'user_250', 'amount': np.float64(4.56)}, {'user_id': 'user_68', 'amount': np.float64(4.86)}]",9.42,USD,Electronics Store VWX,utilities,2025-06-03T12:27:00,2,0
fraud_441,group_93,user_379,"[{'user_id': 'user_602', 'amount': 111.0}]",111.0,USD,Suspicious Store,other,2024-10-21T13:16:00,1,1
